tabela_num;nivel_geo;localidade;sigla_uf;tipo_recorte;categoria_recorte;indicador;ano;valor;unidade;faixa;ranking_ano;total_ranking;ranking_publicacao;classificacao_publicacao
8;Unidade da Federação;Sergipe;SE;Total;Total;IDHM Renda;2012;0.679;Índice;Médio;15;27;17;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Sergipe;SE;Total;Total;IDHM Renda;2013;0.685;Índice;Médio;16;27;17;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Sergipe;SE;Total;Total;IDHM Renda;2014;0.688;Índice;Médio;16;27;17;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Sergipe;SE;Total;Total;IDHM Renda;2015;0.68;Índice;Médio;18;27;17;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Sergipe;SE;Total;Total;IDHM Renda;2016;0.683;Índice;Médio;15;27;17;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Sergipe;SE;Total;Total;IDHM Renda;2017;0.67;Índice;Médio;21;27;17;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Sergipe;SE;Total;Total;IDHM Renda;2018;0.676;Índice;Médio;17;27;17;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Sergipe;SE;Total;Total;IDHM Renda;2019;0.682;Índice;Médio;16;27;17;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Sergipe;SE;Total;Total;IDHM Renda;2020;0.687;Índice;Médio;15;27;17;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Sergipe;SE;Total;Total;IDHM Renda;2021;0.662;Índice;Médio;16;27;17;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Sergipe;SE;Total;Total;IDHM Renda;2022;0.687;Índice;Médio;15;27;17;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Sergipe;SE;Total;Total;IDHM Renda;2023;0.682;Índice;Médio;20;27;17;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Sergipe;SE;Total;Total;IDHM Renda;2024;0.705;Índice;Alto;17;27;17;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pernambuco;PE;Total;Total;IDHM Renda;2012;0.673;Índice;Médio;18;27;18;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pernambuco;PE;Total;Total;IDHM Renda;2013;0.685;Índice;Médio;15;27;18;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pernambuco;PE;Total;Total;IDHM Renda;2014;0.698;Índice;Médio;13;27;18;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pernambuco;PE;Total;Total;IDHM Renda;2015;0.688;Índice;Médio;15;27;18;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pernambuco;PE;Total;Total;IDHM Renda;2016;0.677;Índice;Médio;18;27;18;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pernambuco;PE;Total;Total;IDHM Renda;2017;0.671;Índice;Médio;20;27;18;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pernambuco;PE;Total;Total;IDHM Renda;2018;0.669;Índice;Médio;19;27;18;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pernambuco;PE;Total;Total;IDHM Renda;2019;0.68;Índice;Médio;17;27;18;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pernambuco;PE;Total;Total;IDHM Renda;2020;0.667;Índice;Médio;20;27;18;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pernambuco;PE;Total;Total;IDHM Renda;2021;0.647;Índice;Médio;23;27;18;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pernambuco;PE;Total;Total;IDHM Renda;2022;0.675;Índice;Médio;20;27;18;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pernambuco;PE;Total;Total;IDHM Renda;2023;0.669;Índice;Médio;25;27;18;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pernambuco;PE;Total;Total;IDHM Renda;2024;0.702;Índice;Alto;18;27;18;ALTO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Paraíba;PB;Total;Total;IDHM Renda;2012;0.649;Índice;Médio;23;27;19;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Paraíba;PB;Total;Total;IDHM Renda;2013;0.655;Índice;Médio;25;27;19;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Paraíba;PB;Total;Total;IDHM Renda;2014;0.671;Índice;Médio;21;27;19;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Paraíba;PB;Total;Total;IDHM Renda;2015;0.678;Índice;Médio;19;27;19;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Paraíba;PB;Total;Total;IDHM Renda;2016;0.663;Índice;Médio;19;27;19;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Paraíba;PB;Total;Total;IDHM Renda;2017;0.682;Índice;Médio;16;27;19;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Paraíba;PB;Total;Total;IDHM Renda;2018;0.672;Índice;Médio;18;27;19;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Paraíba;PB;Total;Total;IDHM Renda;2019;0.672;Índice;Médio;20;27;19;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Paraíba;PB;Total;Total;IDHM Renda;2020;0.664;Índice;Médio;21;27;19;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Paraíba;PB;Total;Total;IDHM Renda;2021;0.653;Índice;Médio;19;27;19;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Paraíba;PB;Total;Total;IDHM Renda;2022;0.678;Índice;Médio;18;27;19;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Paraíba;PB;Total;Total;IDHM Renda;2023;0.698;Índice;Médio;18;27;19;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Paraíba;PB;Total;Total;IDHM Renda;2024;0.696;Índice;Médio;19;27;19;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Piauí;PI;Total;Total;IDHM Renda;2012;0.635;Índice;Médio;25;27;20;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Piauí;PI;Total;Total;IDHM Renda;2013;0.666;Índice;Médio;22;27;20;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Piauí;PI;Total;Total;IDHM Renda;2014;0.665;Índice;Médio;23;27;20;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Piauí;PI;Total;Total;IDHM Renda;2015;0.668;Índice;Médio;23;27;20;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Piauí;PI;Total;Total;IDHM Renda;2016;0.655;Índice;Médio;23;27;20;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Piauí;PI;Total;Total;IDHM Renda;2017;0.653;Índice;Médio;24;27;20;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Piauí;PI;Total;Total;IDHM Renda;2018;0.658;Índice;Médio;24;27;20;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Piauí;PI;Total;Total;IDHM Renda;2019;0.657;Índice;Médio;24;27;20;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Piauí;PI;Total;Total;IDHM Renda;2020;0.659;Índice;Médio;24;27;20;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Piauí;PI;Total;Total;IDHM Renda;2021;0.649;Índice;Médio;20;27;20;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Piauí;PI;Total;Total;IDHM Renda;2022;0.685;Índice;Médio;16;27;20;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Piauí;PI;Total;Total;IDHM Renda;2023;0.699;Índice;Médio;17;27;20;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Piauí;PI;Total;Total;IDHM Renda;2024;0.695;Índice;Médio;20;27;20;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Bahia;BA;Total;Total;IDHM Renda;2012;0.666;Índice;Médio;20;27;21;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Bahia;BA;Total;Total;IDHM Renda;2013;0.667;Índice;Médio;21;27;21;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Bahia;BA;Total;Total;IDHM Renda;2014;0.676;Índice;Médio;19;27;21;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Bahia;BA;Total;Total;IDHM Renda;2015;0.671;Índice;Médio;22;27;21;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Bahia;BA;Total;Total;IDHM Renda;2016;0.662;Índice;Médio;20;27;21;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Bahia;BA;Total;Total;IDHM Renda;2017;0.675;Índice;Médio;17;27;21;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Bahia;BA;Total;Total;IDHM Renda;2018;0.664;Índice;Médio;23;27;21;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Bahia;BA;Total;Total;IDHM Renda;2019;0.673;Índice;Médio;19;27;21;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Bahia;BA;Total;Total;IDHM Renda;2020;0.679;Índice;Médio;18;27;21;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Bahia;BA;Total;Total;IDHM Renda;2021;0.648;Índice;Médio;22;27;21;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Bahia;BA;Total;Total;IDHM Renda;2022;0.67;Índice;Médio;24;27;21;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Bahia;BA;Total;Total;IDHM Renda;2023;0.673;Índice;Médio;23;27;21;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Bahia;BA;Total;Total;IDHM Renda;2024;0.694;Índice;Médio;21;27;21;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pará;PA;Total;Total;IDHM Renda;2012;0.658;Índice;Médio;21;27;22;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pará;PA;Total;Total;IDHM Renda;2013;0.66;Índice;Médio;23;27;22;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pará;PA;Total;Total;IDHM Renda;2014;0.66;Índice;Médio;24;27;22;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pará;PA;Total;Total;IDHM Renda;2015;0.656;Índice;Médio;25;27;22;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pará;PA;Total;Total;IDHM Renda;2016;0.646;Índice;Médio;25;27;22;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pará;PA;Total;Total;IDHM Renda;2017;0.647;Índice;Médio;25;27;22;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pará;PA;Total;Total;IDHM Renda;2018;0.667;Índice;Médio;20;27;22;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pará;PA;Total;Total;IDHM Renda;2019;0.651;Índice;Médio;25;27;22;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pará;PA;Total;Total;IDHM Renda;2020;0.664;Índice;Médio;22;27;22;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pará;PA;Total;Total;IDHM Renda;2021;0.645;Índice;Médio;24;27;22;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pará;PA;Total;Total;IDHM Renda;2022;0.674;Índice;Médio;22;27;22;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pará;PA;Total;Total;IDHM Renda;2023;0.692;Índice;Médio;19;27;22;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Pará;PA;Total;Total;IDHM Renda;2024;0.692;Índice;Médio;22;27;22;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Alagoas;AL;Total;Total;IDHM Renda;2012;0.627;Índice;Médio;26;27;23;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Alagoas;AL;Total;Total;IDHM Renda;2013;0.629;Índice;Médio;26;27;23;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Alagoas;AL;Total;Total;IDHM Renda;2014;0.645;Índice;Médio;26;27;23;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Alagoas;AL;Total;Total;IDHM Renda;2015;0.636;Índice;Médio;26;27;23;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Alagoas;AL;Total;Total;IDHM Renda;2016;0.637;Índice;Médio;26;27;23;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Alagoas;AL;Total;Total;IDHM Renda;2017;0.631;Índice;Médio;26;27;23;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Alagoas;AL;Total;Total;IDHM Renda;2018;0.637;Índice;Médio;26;27;23;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Alagoas;AL;Total;Total;IDHM Renda;2019;0.636;Índice;Médio;26;27;23;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Alagoas;AL;Total;Total;IDHM Renda;2020;0.645;Índice;Médio;26;27;23;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Alagoas;AL;Total;Total;IDHM Renda;2021;0.63;Índice;Médio;26;27;23;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Alagoas;AL;Total;Total;IDHM Renda;2022;0.663;Índice;Médio;26;27;23;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Alagoas;AL;Total;Total;IDHM Renda;2023;0.669;Índice;Médio;24;27;23;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Alagoas;AL;Total;Total;IDHM Renda;2024;0.691;Índice;Médio;23;27;23;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Acre;AC;Total;Total;IDHM Renda;2012;0.67;Índice;Médio;19;27;24;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Acre;AC;Total;Total;IDHM Renda;2013;0.67;Índice;Médio;19;27;24;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Acre;AC;Total;Total;IDHM Renda;2014;0.669;Índice;Médio;22;27;24;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Acre;AC;Total;Total;IDHM Renda;2015;0.674;Índice;Médio;20;27;24;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Acre;AC;Total;Total;IDHM Renda;2016;0.66;Índice;Médio;21;27;24;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Acre;AC;Total;Total;IDHM Renda;2017;0.655;Índice;Médio;23;27;24;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Acre;AC;Total;Total;IDHM Renda;2018;0.676;Índice;Médio;16;27;24;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Acre;AC;Total;Total;IDHM Renda;2019;0.668;Índice;Médio;21;27;24;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Acre;AC;Total;Total;IDHM Renda;2020;0.668;Índice;Médio;19;27;24;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Acre;AC;Total;Total;IDHM Renda;2021;0.655;Índice;Médio;18;27;24;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Acre;AC;Total;Total;IDHM Renda;2022;0.674;Índice;Médio;21;27;24;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Acre;AC;Total;Total;IDHM Renda;2023;0.665;Índice;Médio;26;27;24;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Acre;AC;Total;Total;IDHM Renda;2024;0.684;Índice;Médio;24;27;24;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Amazonas;AM;Total;Total;IDHM Renda;2012;0.683;Índice;Médio;14;27;25;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Amazonas;AM;Total;Total;IDHM Renda;2013;0.683;Índice;Médio;17;27;25;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Amazonas;AM;Total;Total;IDHM Renda;2014;0.683;Índice;Médio;18;27;25;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Amazonas;AM;Total;Total;IDHM Renda;2015;0.673;Índice;Médio;21;27;25;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Amazonas;AM;Total;Total;IDHM Renda;2016;0.654;Índice;Médio;24;27;25;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Amazonas;AM;Total;Total;IDHM Renda;2017;0.672;Índice;Médio;18;27;25;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Amazonas;AM;Total;Total;IDHM Renda;2018;0.655;Índice;Médio;25;27;25;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Amazonas;AM;Total;Total;IDHM Renda;2019;0.658;Índice;Médio;23;27;25;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Amazonas;AM;Total;Total;IDHM Renda;2020;0.657;Índice;Médio;25;27;25;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Amazonas;AM;Total;Total;IDHM Renda;2021;0.641;Índice;Médio;25;27;25;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Amazonas;AM;Total;Total;IDHM Renda;2022;0.671;Índice;Médio;23;27;25;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Amazonas;AM;Total;Total;IDHM Renda;2023;0.678;Índice;Médio;21;27;25;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Amazonas;AM;Total;Total;IDHM Renda;2024;0.68;Índice;Médio;25;27;25;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Ceará;CE;Total;Total;IDHM Renda;2012;0.648;Índice;Médio;24;27;26;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Ceará;CE;Total;Total;IDHM Renda;2013;0.656;Índice;Médio;24;27;26;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Ceará;CE;Total;Total;IDHM Renda;2014;0.656;Índice;Médio;25;27;26;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Ceará;CE;Total;Total;IDHM Renda;2015;0.657;Índice;Médio;24;27;26;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Ceará;CE;Total;Total;IDHM Renda;2016;0.656;Índice;Médio;22;27;26;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Ceará;CE;Total;Total;IDHM Renda;2017;0.666;Índice;Médio;22;27;26;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Ceará;CE;Total;Total;IDHM Renda;2018;0.666;Índice;Médio;22;27;26;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Ceará;CE;Total;Total;IDHM Renda;2019;0.677;Índice;Médio;18;27;26;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Ceará;CE;Total;Total;IDHM Renda;2020;0.684;Índice;Médio;16;27;26;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Ceará;CE;Total;Total;IDHM Renda;2021;0.658;Índice;Médio;17;27;26;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Ceará;CE;Total;Total;IDHM Renda;2022;0.669;Índice;Médio;25;27;26;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Ceará;CE;Total;Total;IDHM Renda;2023;0.674;Índice;Médio;22;27;26;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Ceará;CE;Total;Total;IDHM Renda;2024;0.677;Índice;Médio;26;27;26;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Maranhão;MA;Total;Total;IDHM Renda;2012;0.602;Índice;Médio;27;27;27;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Maranhão;MA;Total;Total;IDHM Renda;2013;0.607;Índice;Médio;27;27;27;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Maranhão;MA;Total;Total;IDHM Renda;2014;0.61;Índice;Médio;27;27;27;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Maranhão;MA;Total;Total;IDHM Renda;2015;0.613;Índice;Médio;27;27;27;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Maranhão;MA;Total;Total;IDHM Renda;2016;0.615;Índice;Médio;27;27;27;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Maranhão;MA;Total;Total;IDHM Renda;2017;0.616;Índice;Médio;27;27;27;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Maranhão;MA;Total;Total;IDHM Renda;2018;0.613;Índice;Médio;27;27;27;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Maranhão;MA;Total;Total;IDHM Renda;2019;0.614;Índice;Médio;27;27;27;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Maranhão;MA;Total;Total;IDHM Renda;2020;0.621;Índice;Médio;27;27;27;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Maranhão;MA;Total;Total;IDHM Renda;2021;0.603;Índice;Médio;27;27;27;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Maranhão;MA;Total;Total;IDHM Renda;2022;0.642;Índice;Médio;27;27;27;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Maranhão;MA;Total;Total;IDHM Renda;2023;0.648;Índice;Médio;27;27;27;MÉDIO DESENVOLVIMENTO HUMANO
8;Unidade da Federação;Maranhão;MA;Total;Total;IDHM Renda;2024;0.658;Índice;Médio;27;27;27;MÉDIO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Homem;IDHM ajustado;2012;0.818;Índice;Muito alto;1;27;1;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Homem;IDHM ajustado;2013;0.842;Índice;Muito alto;1;27;1;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Homem;IDHM ajustado;2014;0.838;Índice;Muito alto;1;27;1;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Homem;IDHM ajustado;2015;0.834;Índice;Muito alto;1;27;1;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Homem;IDHM ajustado;2016;0.841;Índice;Muito alto;1;27;1;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Homem;IDHM ajustado;2017;0.841;Índice;Muito alto;1;27;1;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Homem;IDHM ajustado;2018;0.856;Índice;Muito alto;1;27;1;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Homem;IDHM ajustado;2019;0.862;Índice;Muito alto;1;27;1;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Homem;IDHM ajustado;2020;0.831;Índice;Muito alto;1;27;1;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Homem;IDHM ajustado;2021;0.828;Índice;Muito alto;1;27;1;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Homem;IDHM ajustado;2022;0.872;Índice;Muito alto;1;27;1;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Homem;IDHM ajustado;2023;0.88;Índice;Muito alto;1;27;1;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Homem;IDHM ajustado;2024;0.871;Índice;Muito alto;1;27;1;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Mulher;IDHM ajustado;2012;0.821;Índice;Muito alto;1;27;2;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Mulher;IDHM ajustado;2013;0.813;Índice;Muito alto;1;27;2;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Mulher;IDHM ajustado;2014;0.819;Índice;Muito alto;1;27;2;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Mulher;IDHM ajustado;2015;0.821;Índice;Muito alto;1;27;2;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Mulher;IDHM ajustado;2016;0.832;Índice;Muito alto;1;27;2;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Mulher;IDHM ajustado;2017;0.833;Índice;Muito alto;1;27;2;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Mulher;IDHM ajustado;2018;0.824;Índice;Muito alto;1;27;2;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Mulher;IDHM ajustado;2019;0.849;Índice;Muito alto;1;27;2;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Mulher;IDHM ajustado;2020;0.835;Índice;Muito alto;1;27;2;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Mulher;IDHM ajustado;2021;0.812;Índice;Muito alto;1;27;2;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Mulher;IDHM ajustado;2022;0.853;Índice;Muito alto;1;27;2;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Mulher;IDHM ajustado;2023;0.846;Índice;Muito alto;1;27;2;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;Distrito Federal;DF;Sexo;Mulher;IDHM ajustado;2024;0.849;Índice;Muito alto;1;27;2;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;São Paulo;SP;Sexo;Homem;IDHM ajustado;2012;0.811;Índice;Muito alto;2;27;3;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;São Paulo;SP;Sexo;Homem;IDHM ajustado;2013;0.818;Índice;Muito alto;2;27;3;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;São Paulo;SP;Sexo;Homem;IDHM ajustado;2014;0.825;Índice;Muito alto;2;27;3;MUITO ALTO DESENVOLVIMENTO HUMANO
9;Unidade da Federação;São Paulo;SP;Sexo;Homem;IDHM ajustado;2015;0.82;Índice;Muito alto;2;27;3;MUITO ALTO DESENVOLVIMENTO HUMANO
